"description","qid","item","wiki_name","name","label"
"seniormost unlicensed crewmember working in the steward's department of a merchant ship","Q1440839","http://www.wikidata.org/entity/Q1440839","Chief cook","chief cook","0"
"child acting on stage or in motion pictures or television","Q970153","http://www.wikidata.org/entity/Q970153","Child actor","child actor","0"
"underage photo- and fashion-models","Q3286047","http://www.wikidata.org/entity/Q3286047","Child model","child model","0"
"former U.S. law to protect minors from certain material on the Internet","Q941704","http://www.wikidata.org/entity/Q941704","Child Online Protection Act","Child Online Protection Act","1"
"governmental agency in many states of the United States responsible for providing child protection","Q5097775","http://www.wikidata.org/entity/Q5097775","Child protective services","Child Protective Services","1"
"Australian awards for children's literature","Q6565342","http://www.wikidata.org/entity/Q6565342","List of CBCA Awards","Children's Book Council of Australia Awards","1"
"writer of literature targeted primarily at children","Q4853732","http://www.wikidata.org/entity/Q4853732","Children's writer","children's writer","0"
"Chile's takeover of the Strait in 1843","Q2893373","http://www.wikidata.org/entity/Q2893373","Chilean colonization of the Strait of Magellan","Chilean takeover of the Strait of Magellan","1"
"American stew","Q863794","http://www.wikidata.org/entity/Q863794","Chili con carne","chili","2"
"plant with more than one genotype","Q11212541","http://www.wikidata.org/entity/Q11212541","Chimera (plant)","chimera","0"
"contemporary art gallery in Los Angeles, USA","Q5099574","http://www.wikidata.org/entity/Q5099574","China Art Objects Galleries","China Art Objects Galleries","2"
"building on the Bund, Shanghai","Q23149","http://www.wikidata.org/entity/Q23149","China Merchants Bank Building","China Merchants Bank Building","1"
"monument in Haidian, Beijing","Q1056441","http://www.wikidata.org/entity/Q1056441","China Millennium Monument","China Millennium Monument","1"
"traditional costumed dancer","Q5100354","http://www.wikidata.org/entity/Q5100354","Chinelos","Chinelos","2"
"traditional and modern dress in China","Q5100735","http://www.wikidata.org/entity/Q5100735","Chinese clothing","Chinese clothing","2"
"Poetical art developed in China","Q1069928","http://www.wikidata.org/entity/Q1069928","Chinese poetry","Chinese poetry","2"
"history and types of tea in China","Q5100949","http://www.wikidata.org/entity/Q5100949","Chinese tea","Chinese tea","2"
"Traditional sport of Myanmar","Q786466","http://www.wikidata.org/entity/Q786466","Chinlone","Chinlone","1"
"American actress (born 1997)","Q4509","http://www.wikidata.org/entity/Q4509","Chloë Grace Moretz","Chloë Grace Moretz","2"
"genus of algae","Q133017","http://www.wikidata.org/entity/Q133017","Chlorella","Chlorella","0"
"monument in Sabah, Malaysia","Q1075516","http://www.wikidata.org/entity/Q1075516","Cho Huan Lai Memorial","Cho Huan Lai Memorial","1"
"US chocolate beverage","Q5103493","http://www.wikidata.org/entity/Q5103493","Choc-Ola","Choc-Ola","1"
"cake flavored with chocolate","Q30186","http://www.wikidata.org/entity/Q30186","Chocolate cake","chocolate cake","0"
"dessert made from cocoa, broken biscuits, butter, eggs and a bit of port wine or rum","Q202989","http://www.wikidata.org/entity/Q202989","Chocolate salami","chocolate salami","2"
"dish notable in Indian and Pakistani cuisine, consisting of poori bread with chana masala, along with halwa","Q2451463","http://www.wikidata.org/entity/Q2451463","Chole bhature","Chole bhature","2"
"dramatic form combining poetry, dance, music, and song","Q5105016","http://www.wikidata.org/entity/Q5105016","Choreopoem","choreopoem","2"
"text describing the history and geography of a country or landscape","Q2088593","http://www.wikidata.org/entity/Q2088593","Chorography","chorography","0"
"Peruvian food","Q532942","http://www.wikidata.org/entity/Q532942","Chorrillana","Chorrillana","1"
"painting by a follower of Hieronymus Bosch","Q732277","http://www.wikidata.org/entity/Q732277","Christ Crowned with Thorns (Bosch, El Escorial)","Christ Crowned with Thorns","2"
"political party in Greece","Q169228","http://www.wikidata.org/entity/Q169228","Christian Democracy (Greece)","Christian Democracy (Greece)","1"
"Silesian noble","Q63484","http://www.wikidata.org/entity/Q63484","Christian Knorr von Rosenroth","Christian Knorr von Rosenroth","1"
"German botanist (1750-1816)","Q64331","http://www.wikidata.org/entity/Q64331","Christian Konrad Sprengel","Christian Konrad Sprengel","1"
"festival featuring Christian music and entertainment","Q5110343","http://www.wikidata.org/entity/Q5110343","Christian music festival","Christian music festival","2"
"German chef","Q43758","http://www.wikidata.org/entity/Q43758","Christian Rach","Christian Rach","1"
"Charismatic, Pentecostal and holistic Evangelical movement group","Q24947338","http://www.wikidata.org/entity/Q24947338","Christian Revival Church (India)","Christian Revival Church","0"
"esoteric Christian movement","Q55635660","http://www.wikidata.org/entity/Q55635660","Christian theosophy","Christian theosophy","1"
"practices or beliefs associated with Christianity","Q5110396","http://www.wikidata.org/entity/Q5110396","Christian tradition","Christian tradition","0"
"German historian","Q97129","http://www.wikidata.org/entity/Q97129","Christian von Ditfurth","Christian v. Ditfurth","1"
"German theologian","Q71319","http://www.wikidata.org/entity/Q71319","Christian Wilhelm Franz Walch","Christian Wilhelm Franz Walch","1"
"award","Q1078671","http://www.wikidata.org/entity/Q1078671","Christian-Wagner-Preis","Christian-Wagner-Preis","1"
"evangelical Christian magazine","Q680794","http://www.wikidata.org/entity/Q680794","Christianity Today","Christianity Today","2"
"traditions of celebrating Christmas around the world","Q717040","http://www.wikidata.org/entity/Q717040","Christmas traditions","Christmas tradition","0"
"German historian","Q97211","http://www.wikidata.org/entity/Q97211","Christoph Hartknoch","Christoph Hartknoch","1"
"print and broadcast media corporation","Q5114026","http://www.wikidata.org/entity/Q5114026","Chronicle Publishing Company","Chronicle Publishing Company","1"
"writer of a chronicle","Q3330547","http://www.wikidata.org/entity/Q3330547","Cronista","chronicler","0"
"automobile manufacturer","Q569249","http://www.wikidata.org/entity/Q569249","Chrysler UK","Chrysler UK","1"
"American mixed martial arts fighter","Q380050","http://www.wikidata.org/entity/Q380050","Chuck Liddell","Chuck Liddell","2"
"food of Ecuador","Q5115955","http://www.wikidata.org/entity/Q5115955","Chugchucaras","Chugchucaras","1"
"street in Seoul, South Korea","Q482929","http://www.wikidata.org/entity/Q482929","Chungmu-ro","Chungmuro","1"
"dance troupe","Q287500","http://www.wikidata.org/entity/Q287500","Chunky Move","Chunky Move","2"
"South American freeze-dried potato product","Q2352129","http://www.wikidata.org/entity/Q2352129","Chuño","chuño","2"
"drink of Chilean origin","Q5116488","http://www.wikidata.org/entity/Q5116488","Chupilca del diablo","Chupilca del diablo","1"
"room or building associated with a church building, general for community and charitable use","Q5116768","http://www.wikidata.org/entity/Q5116768","Church hall","church hall","0"
"library in Salt Lake City","Q2901338","http://www.wikidata.org/entity/Q2901338","Church History Library","Church History Library","1"
"musician who performs music in churches, often organ and choir music","Q355493","http://www.wikidata.org/entity/Q355493","Church music in Germany","church musician","0"
"church","Q257513","http://www.wikidata.org/entity/Q257513","Church of Nuestra Señora de la Purificación (Gazólaz)","Church of Nuestra Señora de la Purificación","1"
"church","Q515595","http://www.wikidata.org/entity/Q515595","San Juan de Rabanera","Church of San Juan de Rabanera","1"
"American religious group","Q16958306","http://www.wikidata.org/entity/Q16958306","Church of Wells","Church of Wells","1"
"formalized period of Christian communal worship, often held in a church building","Q1539016","http://www.wikidata.org/entity/Q1539016","Church service","church service","0"
"Pouch for coca leaves","Q18164476","http://www.wikidata.org/entity/Q18164476","Chuspas","Chuspas","2"
"species of plant","Q787928","http://www.wikidata.org/entity/Q787928","Chusquea culeou","Chusquea culeou","1"
"Muay Thai academy in Curitiba, Brazil","Q2967708","http://www.wikidata.org/entity/Q2967708","Chute Boxe Academy","Chute Boxe Academy","2"
"Chinese lyrical poetic genre","Q1091366","http://www.wikidata.org/entity/Q1091366","Ci (poetry)","Ci","1"
"Roman statesman, lawyer, orator, and philosopher (106–43 BC)","Q1541","http://www.wikidata.org/entity/Q1541","Cicero","Cicero","2"
"a Silesian folk costume","Q5119747","http://www.wikidata.org/entity/Q5119747","Cieszyn folk costume","Cieszyn folk costume","1"
"Spanish film studio","Q5119787","http://www.wikidata.org/entity/Q5119787","Cifesa","Cifesa","1"
"raw meat or vegan bulgur dish from the Turkish cuisine","Q2444993","http://www.wikidata.org/entity/Q2444993","Çiğ köfte","çiğ köfte","2"
"among the Aztecs, those controlled buildings where prostitution was permitted by political and religious authorities","Q5119905","http://www.wikidata.org/entity/Q5119905","Cihuacalli","Cihuacalli","1"
"Argentinian video-on-demand platform","Q30919076","http://www.wikidata.org/entity/Q30919076","CINE.AR Play","CINE.AR Play","1"
"photograph with animated elements","Q1092472","http://www.wikidata.org/entity/Q1092472","Cinemagraph","cinemagraph","0"
"Italian film genre","Q3677141","http://www.wikidata.org/entity/Q3677141","Cinepanettone","Cinepanettone","1"
"motion picture company established in 1967","Q5120874","http://www.wikidata.org/entity/Q5120874","Cinerama Releasing Corporation","Cinerama Releasing Corporation","1"
"British visual effects studio","Q5120891","http://www.wikidata.org/entity/Q5120891","Cinesite","Cinesite","2"
"Italian specialty chocolate","Q1790835","http://www.wikidata.org/entity/Q1790835","Cioccolato di Modica","cioccolato di Modica","2"
"chicken dish from the Turkish cuisine","Q6008497","http://www.wikidata.org/entity/Q6008497","Circassian chicken","Circassian chicken","2"
"ritual of moving around a sacred object or idol, found in various religions","Q2734140","http://www.wikidata.org/entity/Q2734140","Circumambulation","circumambulation","0"
"Canadian contemporary circus company","Q504715","http://www.wikidata.org/entity/Q504715","Cirque du Soleil","Cirque du Soleil","2"
"regional multi-sport event","Q117848135","http://www.wikidata.org/entity/Q117848135","CIS Games","CIS Games","2"
"area of the city of Lyon, France","Q5273","http://www.wikidata.org/entity/Q5273","Cité Internationale","Cité internationale","1"
"musical profession; player of the kithara","Q181922","http://www.wikidata.org/entity/Q181922","Citharode","citharode","1"
"Chinese CITIC group's construction and engineering subsidiary","Q17001824","http://www.wikidata.org/entity/Q17001824","CITIC Construction","CITIC Construction","1"
"genus of fruit-bearing plants (source of fruit such as lemons and oranges)","Q81513","http://www.wikidata.org/entity/Q81513","Citrus","Citrus","0"
"commercial, cultural and often the historical, political and geographic heart of a city","Q1468524","http://www.wikidata.org/entity/Q1468524","City centre","city center","0"
"type of administrative division","Q4286337","http://www.wikidata.org/entity/Q4286337","City district","city district","0"
"bookstore and publisher in San Francisco","Q2394278","http://www.wikidata.org/entity/Q2394278","City Lights Bookstore","City Lights Bookstore","1"
"administrative division of Japan","Q494721","http://www.wikidata.org/entity/Q494721","Cities of Japan","city of Japan","1"
"administrative division in the Philippines","Q104157","http://www.wikidata.org/entity/Q104157","Cities of the Philippines","city of the Philippines","1"
"administrative division of Poland","Q925381","http://www.wikidata.org/entity/Q925381","City with powiat rights","city with powiat rights","1"
"building used to co-ordinate civil defense activity","Q5124465","http://www.wikidata.org/entity/Q5124465","Civil Defence centre","civil defense center","0"
"Civilian voluntary organization that suports the Police of Israel.","Q610368","http://www.wikidata.org/entity/Q610368","Civil Guard (Israel)","Civil Guard","1"
"branch of private law (outside criminal law) that regulates the patrimonial and personal relations between physical or moral persons","Q222249","http://www.wikidata.org/entity/Q222249","Civil law (common law)","civil law","0"
"temporary local government units in Ukraine","Q19406629","http://www.wikidata.org/entity/Q19406629","Civil–military administrations (Ukraine)","Civil–military administrations (Ukraine)","1"
"tributary state/community of Rome","Q26198154","http://www.wikidata.org/entity/Q26198154","Civitas stipendaria","civitas stipendaria","1"
